fft[0].real, 0.0,
fft[0].imag, 0.0,
fft[1].real, 2.1979213E-7,
fft[1].imag, 1.9848812E-8,
fft[2].real, 2.4586916E-7,
fft[2].imag, 4.558824E-7,
fft[3].real, 2.3841858E-7,
fft[3].imag, -2.7520582E-7,
fft[4].real, 2.3841858E-7,
fft[4].imag, -2.6309863E-7,
fft[5].real, 1.4528632E-6,
fft[5].imag, 2.644956E-7,
fft[6].real, -3.054738E-7,
fft[6].imag, -6.5751374E-7,
fft[7].real, 1.2591481E-6,
fft[7].imag, -4.4889748E-7,
fft[8].real, 4.5448542E-7,
fft[8].imag, -5.9604645E-8,
fft[9].real, -1.7881393E-7,
fft[9].imag, -2.142042E-8,
fft[10].real, 2.4586916E-7,
fft[10].imag, -8.8941306E-8,
fft[11].real, -1.7043203E-7,
fft[11].imag, 1.17579475E-7,
fft[12].real, 4.3213367E-7,
fft[12].imag, 7.4505806E-8,
fft[13].real, -9.275973E-7,
fft[13].imag, 1.4398247E-6,
fft[14].real, -1.758337E-6,
fft[14].imag, 2.1271408E-6,
fft[15].real, 3.427267E-7,
fft[15].imag, 8.195639E-8,
fft[16].real, -4.4703484E-7,
fft[16].imag, 1.0915101E-6,
fft[17].real, 4.991889E-7,
fft[17].imag, 4.61936E-7,
fft[18].real, 3.3527613E-7,
fft[18].imag, -1.0803342E-7,
fft[19].real, -7.8231096E-7,
fft[19].imag, 4.5076013E-7,
fft[20].real, -1.5087426E-6,
fft[20].imag, 1.7695129E-7,
fft[21].real, -1.2665987E-7,
fft[21].imag, 1.4482066E-7,
fft[22].real, -4.3399632E-7,
fft[22].imag, -7.180497E-7,
fft[23].real, -1.5795231E-6,
fft[23].imag, -2.3841858E-7,
fft[24].real, -2.0116568E-6,
fft[24].imag, -4.515052E-6,
fft[25].real, 1.5348196E-6,
fft[25].imag, 2.272427E-6,
fft[26].real, 6.1243773E-6,
fft[26].imag, -4.917383E-7,
fft[27].real, -5.364418E-6,
fft[27].imag, 1.1324883E-6,
fft[28].real, 1.1920929E-6,
fft[28].imag, -3.941357E-6,
fft[29].real, -3.2484531E-6,
fft[29].imag, 1.7881393E-6,
fft[30].real, 1.527369E-6,
fft[30].imag, -2.9802322E-6,
fft[31].real, -1.0505319E-6,
fft[31].imag, -3.1292439E-7,
fft[32].real, 0.0,
fft[32].imag, 0.0,
fft[33].real, -9.49949E-7,
fft[33].imag, 1.0803342E-6,
fft[34].real, -2.6226044E-6,
fft[34].imag, 1.4156103E-7,
fft[35].real, -1.3113022E-6,
fft[35].imag, 6.765127E-6,
fft[36].real, -3.0100346E-6,
