epochs[0],1.86E-06,,0,,0,,,13.39
epochs[1],2.85E-06,,0.02,,0,,,10.99
epochs[2],4.86E-06,,0.04,,0,,,3.38
epochs[3],7.52E-06,,0.06,,0,,,0.5
epochs[4],1.11E-05,,0.08,,0,,,1.53
epochs[5],1.59E-05,,0.08,,0,,,1.61
epochs[6],2.32E-05,,0.08,,0,,,1.25
epochs[7],3.53E-05,,0.08,,0,,,0.51
epochs[8],5.82E-05,,0.06,,0,,,0.17
epochs[9],1.11E-04,,0.04,,0,,,0.49
epochs[10],3.01E-04,,0.02,,0,,,0.6
epochs[11],0.115223944,,-0.01,,0.12,,,3.09
epochs[12],0.26910022,,-0.04,,0.27,,,1.3
epochs[13],0.11522344,,-0.07,,0.12,,,0.75
epochs[14],3.01E-04,,-0.09,,0,,,0.83
epochs[15],1.12E-04,,-0.11,,0,,,0.38
epochs[16],5.93E-05,,-0.12,,0,,,0.11
epochs[17],3.67E-05,,-0.11,,0,,,0.35
epochs[18],2.50E-05,,-0.1,,0,,,0.18
epochs[19],1.80E-05,,-0.08,,0,,,0.12
epochs[20],1.35E-05,,-0.05,,0,,,0.26
epochs[21],1.05E-05,,-0.01,,0,,,0.3
epochs[22],8.36E-06,,0.03,,0,,,0.49
epochs[23],6.82E-06,,0.07,,0,,,0.46
epochs[24],5.63E-06,,0.11,,0,,,0.09
epochs[25],4.78E-06,,0.15,,0,,,0.19
epochs[26],4.04E-06,,0.17,,0,,,0.08
epochs[27],3.49E-06,,0.18,,0,,,0.26
epochs[28],2.99E-06,,0.17,,0,,,0.15
epochs[29],2.59E-06,,0.15,,0,,,0.38
epochs[30],2.35E-06,,0.11,,0,,,0.43
epochs[31],2.07E-06,,0.06,,0,,,0.45
epochs[32],1.82E-06,,0,,0,,,0.35
epochs[33],1.66E-06,,-0.06,,0,,,0.15
epochs[34],1.49E-06,,-0.13,,0,,,0.09
epochs[35],1.27E-06,,-0.19,,0,,,0.18
epochs[36],1.21E-06,,-0.23,,0,,,0.08
epochs[37],1.11E-06,,-0.26,,0,,,0.09
epochs[38],9.67E-07,,-0.26,,0,,,0.12
epochs[39],8.90E-07,,-0.24,,0,,,0.23
epochs[40],8.45E-07,,-0.2,,0,,,0.17
epochs[41],7.52E-07,,-0.14,,0,,,0.14
epochs[42],7.22E-07,,-0.06,,0,,,0.08
epochs[43],5.47E-07,,0.03,,0,,,0.15
epochs[44],8.11E-07,,0.12,,0,,,0.12
epochs[45],5.92E-07,,0.21,,0,,,0.05
epochs[46],6.17E-07,,0.29,,0,,,0.07
epochs[47],5.79E-07,,0.34,,0,,,0.12
epochs[48],5.89E-07,,0.37,,0,,,0.06
epochs[49],4.63E-07,,0.36,,0,,,0.08
epochs[50],5.03E-07,,0.32,,0,,,0.05
epochs[51],3.45E-07,,0.25,,0,,,0.05
epochs[52],4.29E-07,,0.16,,0,,,0.04
epochs[53],7.46E-07,,0.04,,0,,,0.02
epochs[54],4.06E-07,,-0.08,,0,,,0.05
epochs[55],2.19E-07,,-0.21,,0,,,0.04
epochs[56],3.07E-07,,-0.32,,0,,,0.05
epochs[57],1.50E-07,,-0.41,,0,,,0.03
epochs[58],4.39E-07,,-0.47,,0,,,0.04
epochs[59],2.92E-07,,-0.48,,0,,,0.09
epochs[60],5.41E-07,,-0.46,,0,,,0.3
epochs[61],1.88E-07,,-0.39,,0,,,0.08
epochs[62],4.02E-07,,-0.29,,0,,,0.04
epochs[63],3.25E-07,,-0.15,,0,,,0.03
epochs[64],4.77E-07,,0,,0,,,0.04
epochs[65],8.02E-08,,0.16,,0,,,0.03
epochs[66],4.05E-07,,0.31,,0,,,0.04
epochs[67],2.42E-07,,0.45,,0,,,0.03
epochs[68],6.88E-07,,0.54,,0,,,0.02
epochs[69],1.48E-07,,0.6,,0,,,0.05
epochs[70],4.75E-07,,0.6,,0,,,0.03
epochs[71],5.59E-08,,0.55,,0,,,0.04
epochs[72],2.00E-07,,0.45,,0,,,0.04
epochs[73],1.60E-07,,0.3,,0,,,0.03
epochs[74],5.03E-07,,0.13,,0,,,0.04
epochs[75],2.69E-07,,-0.07,,0,,,0.1
epochs[76],1.20E-07,,-0.26,,0,,,0.29
epochs[77],4.33E-08,,-0.44,,0,,,0.1
epochs[78],4.60E-08,,-0.58,,0,,,0.07
epochs[79],2.33E-07,,-0.68,,0,,,0.02
epochs[80],4.59E-08,,-0.72,,0,,,0.06
epochs[81],2.13E-07,,-0.7,,0,,,0.06
epochs[82],1.48E-07,,-0.62,,0,,,0.06
epochs[83],5.15E-08,,-0.48,,0,,,0.06
epochs[84],8.75E-08,,-0.29,,0,,,0.01
epochs[85],1.71E-07,,-0.08,,0,,,0.05
epochs[86],1.44E-07,,0.15,,0,,,0.05
epochs[87],5.82E-08,,0.37,,0,,,0.05
epochs[88],1.21E-07,,0.56,,0,,,0.05
epochs[89],3.52E-08,,0.71,,0,,,0.05
epochs[90],3.96E-07,,0.8,,0,,,0.03
epochs[91],8.85E-08,,0.82,,0,,,0.04
epochs[92],2.04E-07,,0.77,,0,,,0.05
epochs[93],9.78E-08,,0.65,,0,,,0.02
epochs[94],1.49E-07,,0.47,,0,,,0.04
epochs[95],1.20E-07,,0.25,,0,,,0.02
epochs[96],1.90E-07,,0,,0,,,0.06
epochs[97],1.82E-07,,-0.25,,0,,,0.02
epochs[98],1.78E-07,,-0.49,,0,,,0.06
epochs[99],1.23E-07,,-0.69,,0,,,0.02
epochs[100],8.72E-08,,-0.83,,0,,,0.02
epochs[101],1.49E-07,,-0.9,,0,,,0.05
epochs[102],5.23E-08,,-0.89,,0,,,0.03
epochs[103],1.62E-07,,-0.81,,0,,,0.05
epochs[104],1.60E-07,,-0.65,,0,,,0.02
epochs[105],1.09E-07,,-0.44,,0,,,0.04
epochs[106],1.10E-07,,-0.18,,0,,,0.03
epochs[107],3.76E-09,,0.09,,0,,,0.05
epochs[108],2.79E-07,,0.36,,0,,,0.03
epochs[109],4.15E-08,,0.6,,0,,,0.03
epochs[110],4.84E-08,,0.8,,0,,,0.04
epochs[111],1.01E-07,,0.92,,0,,,0.03
epochs[112],1.29E-07,,0.97,,0,,,0.03
epochs[113],6.62E-08,,0.93,,0,,,0.03
epochs[114],1.88E-07,,0.81,,0,,,0.04
epochs[115],6.39E-07,,0.62,,0,,,0.02
epochs[116],1.77E-07,,0.38,,0,,,0.05
epochs[117],3.39E-07,,0.1,,0,,,0.03
epochs[118],1.19E-07,,-0.19,,0,,,0.03
epochs[119],7.62E-07,,-0.47,,0,,,0.04
epochs[120],1.06E-07,,-0.7,,0,,,0.07
epochs[121],2.57E-08,,-0.88,,0,,,0.01
epochs[122],3.86E-08,,-0.98,,0,,,0.05
epochs[123],7.67E-07,,-0.99,,0,,,0.02
epochs[124],3.81E-07,,-0.92,,0,,,0.03
epochs[125],1.63E-07,,-0.77,,0,,,0.04
epochs[126],3.32E-07,,-0.56,,0,,,0.03
epochs[127],7.89E-07,,-0.29,,0,,,0.04
epochs[128],1.44E-07,,0,,0,,,0.04
epochs[129],8.88E-08,,0.29,,0,,,0.04
epochs[130],3.40E-08,,0.56,,0,,,0.03
epochs[131],3.45E-07,,0.77,,0,,,0.04
epochs[132],1.26E-07,,0.92,,0,,,0.03
epochs[133],8.09E-07,,0.99,,0,,,0.02
epochs[134],7.33E-08,,0.98,,0,,,0.05
epochs[135],1.25E-07,,0.88,,0,,,0.01
epochs[136],3.58E-07,,0.7,,0,,,0.07
epochs[137],1.54E-07,,0.47,,0,,,0.04
epochs[138],2.17E-07,,0.19,,0,,,0.03
epochs[139],9.38E-08,,-0.1,,0,,,0.03
epochs[140],8.51E-08,,-0.37,,0,,,0.05
epochs[141],4.10E-07,,-0.62,,0,,,0.02
epochs[142],2.66E-07,,-0.81,,0,,,0.04
epochs[143],8.22E-08,,-0.93,,0,,,0.03
epochs[144],1.89E-07,,-0.96,,0,,,0.03
epochs[145],1.06E-07,,-0.92,,0,,,0.03
epochs[146],2.57E-07,,-0.79,,0,,,0.04
epochs[147],1.93E-07,,-0.6,,0,,,0.03
epochs[148],1.30E-07,,-0.36,,0,,,0.03
epochs[149],6.03E-07,,-0.09,,0,,,0.05
