epochs[150],1.95E-07,,0.18,,0,,,0.03
epochs[151],8.17E-08,,0.44,,0,,,0.04
epochs[152],3.21E-07,,0.65,,0,,,0.02
epochs[153],1.50E-07,,0.8,,0,,,0.05
epochs[154],8.69E-09,,0.89,,0,,,0.03
epochs[155],1.54E-07,,0.89,,0,,,0.05
epochs[156],6.98E-07,,0.82,,0,,,0.02
epochs[157],1.18E-07,,0.68,,0,,,0.02
epochs[158],1.10E-06,,0.49,,0,,,0.06
epochs[159],5.26E-08,,0.25,,0,,,0.02
epochs[160],4.90E-08,,0,,0,,,0.06
epochs[161],1.09E-07,,-0.25,,0,,,0.02
epochs[162],1.26E-07,,-0.47,,0,,,0.04
epochs[163],3.27E-07,,-0.65,,0,,,0.02
epochs[164],1.15E-06,,-0.76,,0,,,0.05
epochs[165],5.78E-07,,-0.81,,0,,,0.04
epochs[166],4.82E-07,,-0.79,,0,,,0.03
epochs[167],1.57E-07,,-0.7,,0,,,0.05
epochs[168],2.17E-07,,-0.56,,0,,,0.05
epochs[169],2.39E-07,,-0.37,,0,,,0.05
epochs[170],2.99E-07,,-0.15,,0,,,0.05
epochs[171],5.13E-07,,0.07,,0,,,0.05
epochs[172],2.17E-07,,0.29,,0,,,0.01
epochs[173],4.65E-07,,0.47,,0,,,0.06
epochs[174],4.03E-08,,0.61,,0,,,0.06
epochs[175],5.72E-07,,0.69,,0,,,0.06
epochs[176],1.33E-07,,0.71,,0,,,0.06
epochs[177],8.16E-08,,0.67,,0,,,0.02
epochs[178],1.59E-07,,0.57,,0,,,0.07
epochs[179],7.38E-07,,0.43,,0,,,0.1
epochs[180],1.94E-07,,0.25,,0,,,0.29
epochs[181],2.39E-07,,0.06,,0,,,0.1
epochs[182],5.76E-08,,-0.13,,0,,,0.04
epochs[183],1.55E-06,,-0.3,,0,,,0.03
epochs[184],3.93E-07,,-0.44,,0,,,0.04
epochs[185],1.52E-07,,-0.54,,0,,,0.04
epochs[186],2.21E-07,,-0.59,,0,,,0.03
epochs[187],4.97E-07,,-0.59,,0,,,0.05
epochs[188],2.40E-07,,-0.53,,0,,,0.02
epochs[189],4.06E-07,,-0.44,,0,,,0.03
epochs[190],6.83E-08,,-0.31,,0,,,0.04
epochs[191],6.80E-07,,-0.16,,0,,,0.03
epochs[192],5.53E-08,,0,,0,,,0.04
epochs[193],8.25E-07,,0.15,,0,,,0.03
epochs[194],1.26E-07,,0.28,,0,,,0.04
epochs[195],2.20E-07,,0.38,,0,,,0.08
epochs[196],1.63E-06,,0.45,,0,,,0.3
epochs[197],8.73E-07,,0.47,,0,,,0.09
epochs[198],2.81E-07,,0.45,,0,,,0.04
epochs[199],2.88E-07,,0.4,,0,,,0.03
epochs[200],4.01E-07,,0.31,,0,,,0.05
epochs[201],1.45E-07,,0.2,,0,,,0.04
epochs[202],1.76E-07,,0.08,,0,,,0.05
epochs[203],8.75E-07,,-0.04,,0,,,0.02
epochs[204],1.33E-07,,-0.15,,0,,,0.04
epochs[205],4.66E-07,,-0.25,,0,,,0.05
epochs[206],2.63E-07,,-0.31,,0,,,0.05
epochs[207],6.50E-07,,-0.35,,0,,,0.08
epochs[208],1.01E-06,,-0.36,,0,,,0.06
epochs[209],2.67E-07,,-0.33,,0,,,0.12
epochs[210],4.64E-07,,-0.28,,0,,,0.07
epochs[211],1.57E-07,,-0.21,,0,,,0.05
epochs[212],6.84E-07,,-0.12,,0,,,0.12
epochs[213],5.00E-07,,-0.03,,0,,,0.15
epochs[214],6.10E-07,,0.06,,0,,,0.08
epochs[215],5.41E-07,,0.13,,0,,,0.14
epochs[216],8.96E-07,,0.2,,0,,,0.17
epochs[217],8.98E-07,,0.24,,0,,,0.23
epochs[218],1.04E-06,,0.25,,0,,,0.12
epochs[219],1.47E-06,,0.25,,0,,,0.09
epochs[220],9.37E-07,,0.22,,0,,,0.08
epochs[221],9.72E-07,,0.18,,0,,,0.18
epochs[222],1.40E-06,,0.12,,0,,,0.09
epochs[223],1.82E-06,,0.06,,0,,,0.15
epochs[224],1.93E-06,,0,,0,,,0.34
epochs[225],1.90E-06,,-0.06,,0,,,0.45
epochs[226],2.27E-06,,-0.11,,0,,,0.43
epochs[227],3.05E-06,,-0.14,,0,,,0.38
epochs[228],2.70E-06,,-0.16,,0,,,0.15
epochs[229],3.79E-06,,-0.17,,0,,,0.26
epochs[230],3.93E-06,,-0.16,,0,,,0.08
epochs[231],5.16E-06,,-0.14,,0,,,0.19
epochs[232],5.90E-06,,-0.11,,0,,,0.09
epochs[233],8.14E-06,,-0.07,,0,,,0.46
epochs[234],8.24E-06,,-0.03,,0,,,0.49
epochs[235],1.06E-05,,0.01,,0,,,0.3
epochs[236],1.39E-05,,0.05,,0,,,0.26
epochs[237],1.79E-05,,0.08,,0,,,0.12
epochs[238],2.45E-05,,0.1,,0,,,0.18
epochs[239],3.66E-05,,0.11,,0,,,0.35
epochs[240],5.92E-05,,0.11,,0,,,0.11
epochs[241],1.12E-04,,0.1,,0,,,0.38
epochs[242],3.01E-04,,0.09,,0,,,0.83
epochs[243],0.115226656,,0.06,,0.12,,,0.75
epochs[244],0.2691005,,0.04,,0.27,,,1.3
epochs[245],0.11522071,,0.01,,0.12,,,3.09
epochs[246],3.01E-04,,-0.02,,0,,,0.6
epochs[247],1.11E-04,,-0.04,,0,,,0.49
epochs[248],5.84E-05,,-0.06,,0,,,0.17
epochs[249],3.56E-05,,-0.07,,0,,,0.51
epochs[250],2.26E-05,,-0.08,,0,,,1.25
epochs[251],1.58E-05,,-0.08,,0,,,1.61
epochs[252],1.11E-05,,-0.08,,0,,,1.53
epochs[253],7.40E-06,,-0.06,,0,,,0.5
epochs[254],4.80E-06,,-0.04,,0,,,3.38
epochs[255],2.92E-06,,-0.02,,0,,,10.99
