fft[0].real, -4.7561713E-4,
fft[0].imag, 0.0,
fft[1].real, -4.7785975E-4,
fft[1].imag, 5.5059814E-4,
fft[2].real, -4.88447E-4,
fft[2].imag, 0.0011429088,
fft[3].real, -5.071871E-4,
fft[3].imag, 0.0018562422,
fft[4].real, -5.36276E-4,
fft[4].imag, 0.002778607,
fft[5].real, -5.7890266E-4,
fft[5].imag, 0.004022942,
fft[6].real, -6.435774E-4,
fft[6].imag, 0.0059088944,
fft[7].real, -7.3973835E-4,
fft[7].imag, 0.009015435,
fft[8].real, -9.0018846E-4,
fft[8].imag, 0.014879665,
fft[9].real, -0.0011969749,
fft[9].imag, 0.028473476,
fft[10].real, -0.0020211767,
fft[10].imag, 0.07698912,
fft[11].real, 0.36192802,
fft[11].imag, -29.49511,
fft[12].real, -1.2420863E-4,
fft[12].imag, 68.889656,
fft[13].real, -0.36204058,
fft[13].imag, -29.494978,
fft[14].real, 0.0017932616,
fft[14].imag, 0.07711202,
fft[15].real, 9.631105E-4,
fft[15].imag, 0.028682718,
fft[16].real, 6.565284E-4,
fft[16].imag, 0.015169397,
fft[17].real, 4.9849786E-4,
fft[17].imag, 0.009386091,
fft[18].real, 4.041493E-4,
fft[18].imag, 0.0063791573,
fft[19].real, 3.2131746E-4,
fft[19].imag, 0.0045931293,
fft[20].real, 2.7916394E-4,
fft[20].imag, 0.0034562675,
fft[21].real, 2.4176948E-4,
fft[21].imag, 0.0026821988,
fft[22].real, 2.0334683E-4,
fft[22].imag, 0.0021307245,
fft[23].real, 1.8392317E-4,
fft[23].imag, 0.0017372034,
fft[24].real, 1.587309E-4,
fft[24].imag, 0.0014324486,
fft[25].real, 1.4679134E-4,
fft[25].imag, 0.0012136186,
fft[26].real, 1.3456307E-4,
fft[26].imag, 0.0010243403,
fft[27].real, 1.2321584E-4,
fft[27].imag, 8.8576507E-4,
fft[28].real, 1.1103228E-4,
fft[28].imag, 7.5638853E-4,
fft[29].real, 9.848736E-5,
fft[29].imag, 6.5654144E-4,
fft[30].real, 9.471178E-5,
fft[30].imag, 5.9346855E-4,
fft[31].real, 7.47852E-5,
fft[31].imag, 5.257353E-4,
fft[32].real, 8.495711E-5,
fft[32].imag, 4.5840815E-4,
fft[33].real, 8.014776E-5,
fft[33].imag, 4.1822717E-4,
fft[34].real, 7.440988E-5,
fft[34].imag, 3.7441403E-4,
fft[35].real, 6.5864995E-5,
fft[35].imag, 3.1949393E-4,
fft[36].real, 7.246528E-5,
fft[36].imag, 3.0015968E-4,
fft[37].real, 6.279163E-5,
fft[37].imag, 2.7595647E-4,
fft[38].real, 6.73132E-5,
fft[38].imag, 2.3829937E-4,
fft[39].real, 4.3929555E-5,
fft[39].imag, 2.2351556E-4,
fft[40].real, 3.922358E-5,
fft[40].imag, 2.1267124E-4,
fft[41].real, 3.387779E-5,
fft[41].imag, 1.8944405E-4,
fft[42].real, 5.7050027E-5,
fft[42].imag, 1.7590076E-4,
fft[43].real, 3.749691E-5,
fft[43].imag, 1.3490021E-4,
fft[44].real, 3.390573E-5,
fft[44].imag, 2.048742E-4,
fft[45].real, 2.1608546E-5,
fft[45].imag, 1.5009008E-4,
fft[46].real, 3.5805628E-5,
fft[46].imag, 1.5388429E-4,
fft[47].real, 1.98856E-5,
fft[47].imag, 1.4686957E-4,
fft[48].real, 3.8952567E-5,
fft[48].imag, 1.4562719E-4,
fft[49].real, 5.101692E-5,
fft[49].imag, 1.07115135E-4,
fft[50].real, 3.977772E-5,
fft[50].imag, 1.224596E-4,
fft[51].real, 1.7797574E-5,
fft[51].imag, 8.654781E-5,
fft[52].real, 4.4952147E-5,
fft[52].imag, 1.0033697E-4,
fft[53].real, 4.4452026E-5,
fft[53].imag, 1.8580258E-4,
fft[54].real, 6.6499226E-5,
fft[54].imag, 7.9913065E-5,
fft[55].real, 2.0901207E-5,
fft[55].imag, 5.2090734E-5,
fft[56].real, 3.1409785E-5,
fft[56].imag, 7.202849E-5,
fft[57].real, 1.744926E-5,
fft[57].imag, 3.4332275E-5,
fft[58].real, 5.3076074E-6,
fft[58].imag, 1.12136826E-4,
fft[59].real, 3.630924E-5,
fft[59].imag, 6.5457076E-5,
fft[60].real, 1.7242739E-5,
fft[60].imag, 1.373142E-4,
fft[61].real, 1.7675688E-5,
fft[61].imag, 4.47724E-5,
fft[62].real, 1.2866803E-5,
fft[62].imag, 1.02009624E-4,
fft[63].real, 1.9696774E-5,
fft[63].imag, 8.0885366E-5,
fft[64].real, 2.656882E-5,
fft[64].imag, 1.1914037E-4,
fft[65].real, -9.608688E-6,
fft[65].imag, -1.8145889E-5,
fft[66].real, 4.030089E-5,
fft[66].imag, 9.540655E-5,
fft[67].real, 4.7569745E-5,
fft[67].imag, 3.9704144E-5,
fft[68].real, 6.608991E-5,
fft[68].imag, 1.6320497E-4,
fft[69].real, 2.1442538E-5,
fft[69].imag, 3.1339005E-5,
fft[70].real, 8.5603446E-5,
fft[70].imag, 8.6370856E-5,
fft[71].real, 8.71066E-6,
fft[71].imag, 1.1347234E-5,
fft[72].real, 1.6890466E-5,
fft[72].imag, 4.8371032E-5,
fft[73].real, 1.2563076E-5,
fft[73].imag, 3.9098784E-5,
fft[74].real, -1.0440359E-4,
fft[74].imag, 7.534772E-5,
fft[75].real, -1.2172386E-5,
fft[75].imag, 6.782636E-5,
fft[76].real, 2.1196436E-5,
fft[76].imag, 2.21394E-5,
fft[77].real, 3.0500814E-6,
fft[77].imag, 1.0659918E-5,
fft[78].real, -3.8705766E-6,
fft[78].imag, 1.1129305E-5,
fft[79].real, 4.6543777E-5,
fft[79].imag, 3.734231E-5,
fft[80].real, 7.0715323E-6,
fft[80].imag, 9.389594E-6,
fft[81].real, -2.3846515E-5,
fft[81].imag, 4.915893E-5,
fft[82].real, -3.159605E-5,
fft[82].imag, 2.1062791E-5,
fft[83].real, -1.3108365E-5,
fft[83].imag, 1.296401E-6,
fft[84].real, 1.1567958E-5,
fft[84].imag, 1.9194558E-5,
fft[85].real, 3.322214E-5,
fft[85].imag, 2.8368086E-5,
fft[86].real, -3.4170225E-5,
fft[86].imag, 1.3815239E-5,
fft[87].real, 8.350238E-6,
fft[87].imag, 1.23512E-5,
fft[88].real, 1.4881603E-5,
fft[88].imag, -2.7170405E-5,
fft[89].real, 6.6701323E-6,
fft[89].imag, 6.0666353E-6,
fft[90].real, -1.0129437E-4,
fft[90].imag, 2.6319176E-6,
fft[91].real, 1.8737279E-5,
fft[91].imag, 1.2729317E-5,
fft[92].real, -2.3588538E-5,
fft[92].imag, -4.6586618E-5,
fft[93].real, 2.1389686E-5,
fft[93].imag, 1.3004988E-5,
fft[94].real, -1.951214E-5,
fft[94].imag, -3.2721087E-5,
fft[95].real, 1.9891188E-5,
fft[95].imag, 2.3433939E-5,
fft[96].real, 2.4272129E-5,
